Vocab,ไทย,Japanese,gosho number,Reference,,,,,,,,,,,,,,,,,,,,,
Empress Kogyoku,จักรพรรดินีโคเงียวกุ,,257,,,,,,,,,,,,,,,,,,,,,,
Empress Lü,จักรพรรดินีลฺหวี่/หลี้,,30,,,,,,,,,,,,,,,,,,,,,,
emptiness,สุญญตา,,"10,30",,,,,,,,,,,,,,,,,,,,,,
emptiness,สุญญะ,,2,,,,,,,,,,,,,,,,,,,,,,
empty assertion,คำกล่าวที่ไร้แก่นสาร,,30,,,,,,,,,,,,,,,,,,,,,,
"Enchō, the Great Teacher Jakkō, the second chief priest of Mount Hiei; the Great Teacher Kōjō, superintendent of the temple; An’ne, the Great Teacher Daigyō; the Reverend Eryō; the Reverend Annen; the Supervisor of Priests Jōkanthe; Administrator of Priests Danna",พระเอ็นโชหรือพระมหาธรรมาจารย์จักโค ประมุขสงฆ์ลำดับที่ 2 แห่งเขาฮิเออิ พระมหาธรรมาจารย์โคโจ ผู้อำนวยการสงฆ์  พระอันเนะหรือพระมหาธรรมาจารย์ไดเงียว พระเถระเอะเรียว  พระเถระอันเน็น พระโจคันผู้ดูแลสำนักสงฆ์ พระสังฆาธิการดันนะ ,,72,,,,,,,,,,,,,,,,,,,,,,
encompass,ผนึก,,,,,,,,,,,,,,,,,,,,,,,,
encompasses all the living beings of the Ten Worlds and their environments in the three thousand realms,มีพร้อมตัวตนกับสิ่งแวดล้อมของสิบโลกสามพัน,,13,,,,,,,,,,,,,,,,,,,,,,
endless slanders,การให้ร้ายที่ไม่จบสิ้น,,88,,,,,,,,,,,,,,,,,,,,,,
endow,ที่มีอยู่ /มีพร้อมอยู่,,,,,,,,,,,,,,,,,,,,,,,,
endowed with all three virtues ,มีพร้อมคุณธรรม 3 ประการ,,8,,,,,,,,,,,,,,,,,,,,,,
endowed with three bodies,มีพร้อม 3 กายใน 1 กาย,,31,,,,,,,,,,,,,,,,,,,,,,
engage in meditation,ปฏิบัติฌาน,,36,,,,,,,,,,,,,,,,,,,,,,
engaged in practice,ขั้นที่ลูกศิษย์ลงมือปฏิบัติ,,18,,,,,,,,,,,,,,,,,,,,,,
engaged in the pāramitā of observing precepts,บำเพ็ญศีลบารมี,,36,,,,,,,,,,,,,,,,,,,,,,
Enjō-bō,พระสงฆ์เอนโจ-โบ,,25,,,,,,,,,,,,,,,,,,,,,,
enjoy good circumstances in their next existence,เกิดในสถานที่ดีในชาติหน้า,,38,,,,,,,,,,,,,,,,,,,,,,
enlightened life,ชีวิตที่รู้แจ้ง,,11,,,,,,,,,,,,,,,,,,,,,,
enlightened state of purity,สภาพบริสุทธิ์ที่รู้แจ้ง,,47,,,,,,,,,,,,,,,,,,,,,,
Enoshima,เอะโนะชิมะ,,12,,,,,,,,,,,,,,,,,,,,,,
Enryaku era,ปีเอ็นเรียะขุ,,16,,,,,,,,,,,,,,,,,,,,,,
enshrine,ประดิษฐาน,,100,,,,,,,,,,,,,,,,,,,,,,
entanglements,ความพัวพัน,,38,,,,,,,,,,,,,,,,,,,,,,
enter nirvana,เข้าสูู่่นิพพาน,,38,,,,,,,,,,,,,,,,,,,,,,
enter the buddhist way,เข้าสู่เส้นทางพุทธมรรค,,2,,,,,,,,,,,,,,,,,,,,,,
"Entering the Dharma Realm, chapter","ธรรมธาตุยาตราวรรค, บท",,33,,,,,,,,,,,,,,,,,,,,,,
entity,ตัวตน,,11,,,,,,,,,,,,,,,,,,,,,,
entity,ตัวตนธรรมะ,,35,,,,,,,,,,,,,,,,,,,,,,
entity of Buddha's three bodies,ตัวตนแห่ง 3 กายของพระพุทธะ,,40,,,,,,,,,,,,,,,,,,,,,,
"Entity, power, influence, and relation in principle",ตัวตน พลัง การกระทำ และปัจจัยโดยหลัก,,39,,,,,,,,,,,,,,,,,,,,,,
entreat,อ้อนวอน/ขอร้อง,,11,,,,,,,,,,,,,,,,,,,,,,
entrust ,ส่งมอบ (พระสูตร),,69,,,,,,,,,,,,,,,,,,,,,,
enumerated above,กล่าวมาข้างต้น,,30,,,,,,,,,,,,,,,,,,,,,,
enumerate,แจกแจง,,88,,,,,,,,,,,,,,,,,,,,,,
epilogue,บทส่งท้าย,,127,,,,,,,,,,,,,,,,,,,,,,
epilogue to the Lotus Sutra,พระสููตรส่งท้ายของสัทธรรมปุณฑริกสูตร,,94,,,,,,,,,,,,,,,,,,,,,,
Epilogue to the Nirvana Sutra,บทส่งท้ายของนิรวาณสูตร,,231,,,,,,,,,,,,,,,,,,,,,,
epithet,สมัญญา,,"62,66",,,,,,,,,,,,,,,,,,,,,,
equally unnatural ,ผิดธรรมชาติพอกัน,,42,,,,,,,,,,,,,,,,,,,,,,
eradicate,ลบล้าง,,17,,,,,,,,,,,,,,,,,,,,,,
eradicate one's grave offenses,ขจัดบาปหนักให้หมดสิ้นไปได้,,1,,,,,,,,,,,,,,,,,,,,,,
erect,ประดิษฐาน,,100,,,,,,,,,,,,,,,,,,,,,,
erroneous ,ที่ผิด / ไม่ถูกต้องเนื่องจากเข้าใจผิด,,34,,,,,,,,,,,,,,,,,,,,,,
erroneous doctrines,คำสอนที่ผิด,,17,,,,,,,,,,,,,,,,,,,,,,
erroneous teachings,คำสอนที่ผิด,,30,,,,,,,,,,,,,,,,,,,,,,
erroneous views,"มิจฉาทิฐิ,ความคิดที่ผิด,ทัศนะที่ผิด",,"7, 105",,,,,,,,,,,,,,,,,,,,,,
escape the sufferings of birth and death,หลีกหนีจากความทุกข์แห่งการเกิดตาย,,14,,,,,,,,,,,,,,,,,,,,,,
escaped death ,รอดตาย,,139,,,,,,,,,,,,,,,,,,,,,,
escort,,,63,,,,,,,,,,,,,,,,,,,,,,
esoteric Mahayana teachings,คำสอนลับของมหายาน,,2,,,,,,,,,,,,,,,,,,,,,,
esoteric mandalas,มณฑลของคำสอนลับ,,17,,,,,,,,,,,,,,,,,,,,,,
esoteric True Word Buddhism,พุทธศาสนาคำสอนลับนิกายมนตรยาน,,13,,,,,,,,,,,,,,,,,,,,,,
essence ,แก่นแท้,,11,,,,,,,,,,,,,,,,,,,,,,
essence of the doctrine,หัวใจสำคัญของปรัชญาธรรม,,13,,,,,,,,,,,,,,,,,,,,,,
essential law,ธรรมะภาคความเป็นจริง,,13,,,,,,,,,,,,,,,,,,,,,,
essential nature,ธรรมชาติพื้นฐาน,,39,,,,,,,,,,,,,,,,,,,,,,
essential nature of mind,ธาตุแท้แห่งจิตใจ,,13,,,,,,,,,,,,,,,,,,,,,,
essential nature of the law,ธรรมธาตุ,,29,,,,,,,,,,,,,,,,,,,,,,
essential truth,ความจริงแท้,,11,,,,,,,,,,,,,,,,,,,,,,
established an ordination platform for administering the precepts,ก่อตั้งอุปสัมปทาสถาน,,13,,,,,,,,,,,,,,,,,,,,,,
specific ordination platform for administering the precepts of the perfect and immediate enlightenment of the Lotus Sutra,อุปสัมปทาสถานเฉพาะเพื่อการรับศีลแห่งความเพียบพร้อมสมบูรณ์และรู้แจ้งทันทีของสัทธรรมปุณฑริกสูตร,,66,,,,,,,,,,,,,,,,,,,,,,
eternal and unchanging Buddhahood,โลกพุทธะที่ดำรงอยู่ชั่วนิรันดร์ไม่เปลี่ยนแปลง,,8,,,,,,,,,,,,,,,,,,,,,,
eternal teaching for the enlightenment of all people,คำสอนนิรันดร์เพื่อการบรรลุพุทธภาวะของประชาชนทั้งหลาย,,,,,,,,,,,,,,,,,,,,,,,,
eternally  in life,(มีพร้อมอยู่)ในชีวิตตราบชั่วนิรันดร์,,3,,,,,,,,,,,,,,,,,,,,,,
Eternally Tranquil Light,ดินแดนแห่งแสงสว่างและสันตินิรันดร์,,13,,,,,,,,,,,,,,,,,,,,,,
eternally unchanging nature,ธรรมชาติที่ไม่เปลี่ยนแปลงชั่วนิรันดร์,,,,,,,,,,,,,,,,,,,,,,,,
Eternity of the Law Sutra,ธรรมนิรันดร์สูตร/พระสูตรโฮโจจุ,,2,,,,,,,,,,,,,,,,,,,,,,
even a single phrase ,แม้เพียงหนึ่งวลี,,3,,,,,,,,,,,,,,,,,,,,,,
even if ,มาตรว่า/ แม้ว่า,,37,,,,,,,,,,,,,,,,,,,,,,
even one phrase ,แม้(จะ)เพียงแค่หนึ่งวลี,,3,,,,,,,,,,,,,,,,,,,,,,
every word and phrase,ทุกถ้อยคำทุกวลี,,9,,,,,,,,,,,,,,,,,,,,,,
evil demons,มารร้าย ,,6,,,,,,,,,,,,,,,,,,,,,,
Evil demons will take possession of others,มารร้ายจะเข้าสิงกายของคนอื่น,,61,,,,,,,,,,,,,,,,,,,,,,
evil influence,เพื่อนชั่ว,,61,,,,,,,,,,,,,,,,,,,,,,
evil monks,ภิกษุชั่วร้าย,,2,,,,,,,,,,,,,,,,,,,,,,
evil omen,ลางร้าย,,2,,,,,,,,,,,,,,,,,,,,,,
evil paths,อบายภูมิ / ทุคติ,,"7, 9 ,10 ,14",,,,,,,,,,,,,,,,,,,,,,
evil people ,คนชั่ว,,8,,,,,,,,,,,,,,,,,,,,,,
evil ruler ,กษัตริย์ชั่ว,,34,,,,,,,,,,,,,,,,,,,,,,
evil spirits,เดียรถีร์ / ภูติผีที่ชั่วร้าย,,"2, 30",,,,,,,,,,,,,,,,,,,,,,
evildoers ,คนชั่ว,,100/14,,,,,,,,,,,,,,,,,,,,,,
examine the Lotus Sutra,พิเคราะห์สัทธรรมฯ,,30,,,,,,,,,,,,,,,,,,,,,,
Examining ,พิเคราะห์,,8,,,,,,,,,,,,,,,,,,,,,,
excellent medicine,ยาที่ดีเลิศที่สุด,,"13, 19",,,,,,,,,,,,,,,,,,,,,,
excerpts from A Collection of Orally Transmitted Teachings,ส่วนที่คัดมาจาก หนังสือรวบรวมบันทึกคำสอนปากเปล่า,,231,,,,,,,,,,,,,,,,,,,,,,
excessive greed,ความละโมบโลภมาก,,9,,,,,,,,,,,,,,,,,,,,,,
exegesis,อรรถกถา,,13,,,,,,,,,,,,,,,,,,,,,,
exert ,ทุ่มเท,,6,,,,,,,,,,,,,,,,,,,,,,
exert yourself,จงเพียรพยายาม,,40,,,,,,,,,,,,,,,,,,,,,,
exhaust,หมดสิ้น,,139,,,,,,,,,,,,,,,,,,,,,,
exoteric and esoteric ,เปิดและลับ,,"2,13",,,,,,,,,,,,,,,,,,,,,,
exoteric and esoteric doctrines,คำสอนเปิดและคำสอนลับ,,9,,,,,,,,,,,,,,,,,,,,,,
exoteric and esoteric Sutras of Mahayana,พระสูตรมหายานทั้งที่เปิดและลับ,,2,,,,,,,,,,,,,,,,,,,,,,
expedient means,กุศโลบาย,,8 / 23,,,,,,,,,,,,,,,,,,,,,,
expiate,"ชำระล้างบาป,ลบล้าง",,"161,72",,,,,,,,,,,,,,,,,,,,,,
"Explanation of the Treatise on
Mahāyāna",อรรถาธิบายมหายานศาสตร์,,,,,,,,,,,,,,,,,,,,,,,,
expound,เทศนา,,49,,,,,,,,,,,,,,,,,,,,,,
expound ,สอน,,3,,,,,,,,,,,,,,,,,,,,,,
expound the sutra,เทศน์พระสูตร,,2,,,,,,,,,,,,,,,,,,,,,,
express,แสดงความขอบคุณ,,23,,,,,,,,,,,,,,,,,,,,,,
extant,ที่ยัง/เท่าที่มีหลงเหลืออยู่,,19,,,,,,,,,,,,,,,,,,,,,,
Extensive Commentary on the Universally Bestowed Bodhisattva Precepts,อรรถกถาขยายความเกี่ยวกับการสมาทานศีลโพธิสัตว์ ,,10,,,,,,,,,,,,,,,,,,,,,,
Extensive Commentary on the Universally Bestowed Bodhisattva Precepts ,อรรถกถาขยายความเกี่ยวกับการสมาทานศีลโพธิสัตว์,,7,,,,,,,,,,,,,,,,,,,,,,
extoll,ยกย่องสรรเสริญ,,67,,,,,,,,,,,,,,,,,,,,,,
extraordinary ,แปลกประหลาด,,129,,,,,,,,,,,,,,,,,,,,,,
extraordinary merit ,อุตริมนุสธรรม,,13,,,,,,,,,,,,,,,,,,,,,,
eyes of ordinary people,มังสจักษุ,,4,,,,,,,,,,,,,,,,,,,,,,
eyes of the Buddha,พุทธจักษุ,,4,,,,,,,,,,,,,,,,,,,,,,
"the Hinayana teaching, the elementary Mahayana teaching, the final Mahayana teaching, the sudden teaching, and the perfect teaching.",คำสอนหินยาน คำสอนมหายานขั้นต้น คำสอนมหายานขั้นสุดท้าย คำสอนฉับพลัน และคำสอนสมบูรณ์,,88,,,,,,,,,,,,,,,,,,,,,,
Fa-sheng,ฟาเซิง,,88,,,,,,,,,,,,,,,,,,,,,,
fabricate,เสกสรรปั้นแต่ง / แต่งเติม,,17 / 57,,,,,,,,,,,,,,,,,,,,,,
faculties are keen,ปัญญาเฉียบแหลม,,8,,,,,,,,,,,,,,,,,,,,,,
fail to believe,ไม่เชื่อ,,14,,,,,,,,,,,,,,,,,,,,,,
fail to come,ไม่ได้รับ,,13,,,,,,,,,,,,,,,,,,,,,,
failure,ปราชัย,,139,,,,,,,,,,,,,,,,,,,,,,
fair wind ,ลมดี,,3,,,,,,,,,,,,,,,,,,,,,,
faith like ephemeral fire ,ศรัทธาเหมือนไฟที่ลุกโชนในช่วงสั้นๆ,,113,,,,,,,,,,,,,,,,,,,,,,
faith like ever-flowing water.,ศรัทธาเหมือนน้ำที่ไหลตลอดไม่หยุดนิ่ง,,113,,,,,,,,,,,,,,,,,,,,,,
fall away from the teachings,ถอยศรัทธา,,30,,,,,,,,,,,,,,,,,,,,,,
fall back/fell back,ตกกลับ,,61,,,,,,,,,,,,,,,,,,,,,,
false view,มิจฉาทิฐิ,,"6,8,17",,,,,,,,,,,,,,,,,,,,,,
falsehood,คำเท็จ / โกหก,,"81, 129",,,,,,,,,,,,,,,,,,,,,,
falter,ล้มเลิก,,30,,,,,,,,,,,,,,,,,,,,,,
famine,"ทุพภิกขภัย,ความอดอยาก",,"16,2",,,,,,,,,,,,,,,,,,,,,,
famous battles,สมรภูมิที่มีชื่อเสียง ,,100,,,,,,,,,,,,,,,,,,,,,,
Fan K’uai and Chang Liang,ฟานไคว่และจางเหลียง,,139/13,,,,,,,,,,,,,,,,,,,,,,
fashion,สร้าง (พระพุทธรูป),,17,,,,,,,,,,,,,,,,,,,,,,
fate,ชะตา,,37,,,,,,,,,,,,,,,,,,,,,,
fathom ,หยั่ง,,129,,,,,,,,,,,,,,,,,,,,,,
fawning and crooked,สอพลอและคดโกง,,2,,,,,,,,,,,,,,,,,,,,,,
feces and urine,"อุจจาระ และ ปัสสาวะ / บังคนหนัก,เบา",,9,,,,,,,,,,,,,,,,,,,,,,
feeder on lowly food,ผู้ที่บริโภคอาหารคุณภาพต่ำ/ผู้ที่บริโภคอาหารเลว,,8,,,,,,,,,,,,,,,,,,,,,,
feel offended,รู้สึกขุ่นเคือง,,129,,,,,,,,,,,,,,,,,,,,,,
fetter,พันธนาการ,,8,,,,,,,,,,,,,,,,,,,,,,
feudal domain,ที่ดินศักดินา,,63,,,,,,,,,,,,,,,,,,,,,,
feudal Japan,ประเทศญี่ปุ่นในยุคศักดินา,,19,,,,,,,,,,,,,,,,,,,,,,
fief,ที่ดินในระบอบศักดินา,,65,,,,,,,,,,,,,,,,,,,,,,
figures,ความหมาย,,101,,,,,,,,,,,,,,,,,,,,,,
fill the land,เต็มทั่วแผ่นดิน,,105,,,,,,,,,,,,,,,,,,,,,,
final revelation,การเปิดเผยสุดท้าย,,30,,,,,,,,,,,,,,,,,,,,,,
fine sword,ดาบดี,,128,,,,,,,,,,,,,,,,,,,,,,
fire bandits,โจรไฟ,,2,,,,,,,,,,,,,,,,,,,,,,
fire pit meditation,หลุมเพลิงแห่งสมาธิ,,62,,,,,,,,,,,,,,,,,,,,,,
Fire Star,ดาวอังคาร,,2,,,,,,,,,,,,,,,,,,,,,,
firmly resolved,ตั้งใจแน่วแน่,,100,,,,,,,,,,,,,,,,,,,,,,
first aroused the aspiration for and attained enlightenment,บังเกิดโพธิจิตและบรรลุการรู้แจ้ง,,48,,,,,,,,,,,,,,,,,,,,,,
First Buddhist Council,การสังคายนาธรรมครั้งแรก,,30,,,,,,,,,,,,,,,,,,,,,,
first meditation heaven in the world of form,,,,,,,,,,,,,,,,,,,,,,,,,
first sermon,ปฐมเทศนา,,30,,,,,,,,,,,,,,,,,,,,,,
five category - Sutras / vinaga / abhidharma / prajnā-pāramitā / dhāranī  ,5 หมวด ได้แก่ พระสูตร พระวินัย พระอภิธรรม ปรัชญาปารมิตา ธารณี,,30,,,,,,,,,,,,,,,,,,,,,,
"five components of life / the five aggregates : form, perception, conception, volition, and consciousness",ขันธ์ 5 -- รูป เวทนา สัญญา สังขาร วิญญาณ,,,,,,,,,,,,,,,,,,,,,,,,
five constant virtues,หลักพื้นฐานทางจริยศาสตร์ 5 ประการ,,30,,,,,,,,,,,,,,,,,,,,,,
Five Elders,5 ผู้เฒ่า,,30,,,,,,,,,,,,,,,,,,,,,,
"Five Emperors, Shao Hao, Chuan Hsü, Ti Kao, T’ang Yao, and Yü Shun
",จักรพรรดิ 5 พระองค์ได้แก่ เฉ่าเฮ่า จวนชวี ตี้เกา ถังเหยา และอี๋ซุน,,17,,,,,,,,,,,,,,,,,,,,,,
five kinds of sundry practices ,การปฏิบัติที่หลากหลาย 5 ชนิด,,13,,,,,,,,,,,,,,,,,,,,,,
five obstacles and three obediences,อุปสรรค 5 และเชื่อฟัง 3,,9,,,,,,,,,,,,,,,,,,,,,,
five periods of his preaching life,คำสอน 5 สมัยตลอดชั่วพระชนม์ชีพ ,,2,,,,,,,,,,,,,,,,,,,,,,
"five periods teachings,five periods of doctrines",คำสอน 5 สมัย,,2,,,,,,,,,,,,,,,,,,,,,,
"Five Precepts Sutra, the",พระสูตรศีล 5,,11,,,,,,,,,,,,,,,,,,,,,,
five proclamations of the Buddha,พุทธโองการ 5 ข้อ,,30,,,,,,,,,,,,,,,,,,,,,,
five spicy foods,อาหารกลิ่นฉุน 5 ชนิด,,9,,,,,,,,,,,,,,,,,,,,,,
five teachings of the Flower Garland school,คำสอน 5 ชนิดของนิกายอวตังสก,,16,,,,,,,,,,,,,,,,,,,,,,
five-fold merit,คุณธรรม 5,,30,,,,,,,,,,,,,,,,,,,,,,
flatterers,ผู้ประจบสอพลอ,,105,,,,,,,,,,,,,,,,,,,,,,
flavor of ghee (ฆี),รสชาติของน้ำมันเนย,,3,,,,,,,,,,,,,,,,,,,,,,
fleeting,หายวับ,,34,,,,,,,,,,,,,,,,,,,,,,
flourish,ดาษดื่น งอกงาม เจริญ,,9,,,,,,,,,,,,,,,,,,,,,,
Flower Glow Buddha,พระปัทมประภาพุทธะ,,127,,,,,,,,,,,,,,,,,,,,,,
thousand-eyed god ,ท้าวสหัสนัยน์,,83,,,,,,,,,,,,,,,,,,,,,,
foe of sage priest,เป็นปรปักษ์ต่ออริยสงฆ์,,2,,,,,,,,,,,,,,,,,,,,,,
follower,บริวาร,,"14,48,139",,,,,,,,,,,,,,,,,,,,,,
followers of the Nembutsu,ผู้ศรัทธาของนิกายสุขาวดี,,7,,,,,,,,,,,,,,,,,,,,,,
foolish man,คนโง่,,17,,,,,,,,,,,,,,,,,,,,,,
for a whole kalpa,ตลอดทั้งกัป,,59,,,,,,,,,,,,,,,,,,,,,,
for an entire kalpa // for an entire ... kalpa,เป็นเวลาทั้ง 1 กัป // เป็นเวลาทั้ง 1 กัป..(เล็ก / กลาง / ใหญ่)..,,"62,81",,,,,,,,,,,,,,,,,,,,,,
for example,ยกตัวอย่าง ไม่มี เช่น ต่อท้าย,,,,,,,,,,,,,,,,,,,,,,,,
for example,ยกตัวอย่างเช่น / ตัวอย่างเช่น,,6,,,,,,,,,,,,,,,,,,,,,,
for that matter,นอกจากนี้,,13,,,,,,,,,,,,,,,,,,,,,,
for the entire space of a kalpa,ตลอดระยะเวลา 1 กัป,,62,,,,,,,,,,,,,,,,,,,,,,
for the life to come,ชาติหน้า,,8,,,,,,,,,,,,,,,,,,,,,,
for the sake of the future,เพื่อประโยชน์ในภายภาคหน้า,,4,,,,,,,,,,,,,,,,,,,,,,
for the space of a kalpa,"เป็นระยะเวลา 1 กัป / ในระยะเวลา 1 กัป(62 บางจุด, LS บทที่ 10)",,"6, 30, 62, 63",,,,,,,,,,,,,,,,,,,,,,
for the space of an entire kalpa,เป็นระยะเวลาทั้ง 1 กัป,,81,,,,,,,,,,,,,,,,,,,,,,
for the space of an entire medium kalpa,เป็นระยะเวลาทั้ง 1 กัปกลาง,,67,,,,,,,,,,,,,,,,,,,,,,
for the time being,ในระหว่างนี้,,60,,,,,,,,,,,,,,,,,,,,,,
immediate completion,,,101,,,,,,,,,,,,,,,,,,,,,,
ford the Seta,ข้ามเซตะ(แม่น้ำ),,100,,,,,,,,,,,,,,,,,,,,,,
foreign power,กองทัพต่างชาติ,,100,,,,,,,,,,,,,,,,,,,,,,
foremost,อันดับหนึ่ง,,"12, 14",,,,,,,,,,,,,,,,,,,,,,
foremost in transcendental powers,ผู้เป็นเลิศทางอิทธิฤทธิ์,,6,,,,,,,,,,,,,,,,,,,,,,
foremost sutra,พระสูตรอันดับหนึ่ง,,8,,,,,,,,,,,,,,,,,,,,,,
Forest of Meanings in the Garden of the Law,ความหมายแห่งป่าในกฎแห่งสวน,,30,,,,,,,,,,,,,,,,,,,,,,
Forest Sage Ascetics Gathering or Deer Park,ป่าอิสิปตนมฤคทายวัน,,,,,,,,,,,,,,,,,,,,,,,,
form,กอรป,,13,,,,,,,,,,,,,,,,,,,,,,
"form, perception, conception, volition, and consciousness",ขันธ์ 5 -- รูป เวทนา สัญญา สังขาร วิญญาณ,,,,,,,,,,,,,,,,,,,,,,,,
formalities to be observed in her daily practice of Buddhism,พิธีกรรมการปฏิบัติพุทธธรรมในชีวิตประจำวัน,,9,,,,,,,,,,,,,,,,,,,,,,
customary,ปกติวิสัย,,69,,,,,,,,,,,,,,,,,,,,,,
Former Days,สมัยต้น,,12,,,,,,,,,,,,,,,,,,,,,,
former half,ครึ่งแรก,,27,,,,,,,,,,,,,,,,,,,,,,
Former T’ang Hall,วิหารในสมัยราชวงศ์ถังตอนต้น,,13,,,,,,,,,,,,,,,,,,,,,,
Forming ,เรียง,,3,,,,,,,,,,,,,,,,,,,,,,
forms,รูปกาย,,13,,,,,,,,,,,,,,,,,,,,,,
forms the focus (is the focus),เป็นจุดประสงค์หลัก,,13,,,,,,,,,,,,,,,,,,,,,,
formula,"อิทธิบาท, คาถา",,,,,,,,,,,,,,,,,,,,,,,,
fortunate,โชคดี,,19,,,,,,,,,,,,,,,,,,,,,,
fortune child,บุตรที่มีบุญ,,20,,,,,,,,,,,,,,,,,,,,,,
forty mystic principles,หลักธรรมมหัศจรรย์ 40 ประการ,,14,,,,,,,,,,,,,,,,,,,,,,
foul ,เน่า,,14,,,,,,,,,,,,,,,,,,,,,,
foul ,เหม็น,,2,,,,,,,,,,,,,,,,,,,,,,
foul sore,แผลเน่าเปื่อย,,"13, 69",,,,,,,,,,,,,,,,,,,,,,
"four Buddhas are Akshobhya (east), Jewel Sign (south) , Infinite Life (west), and Subtle and Wonderful Voice (north)",พระพุทธะทั้ง 4 หมายถึง พระอักโษภยพุทธะ (ทิศตะวันออก)  พระรัตนเกตุราชพุทธะ (ทิศใต้)  พระอมิตาภพุทธะ (ทิศตะวันตก)  และพระอโมฆสิทธิพุทธะ (ทิศเหนือ),,30,,,,,,,,,,,,,,,,,,,,,,
"four categories, namely, causes and conditions, correlated teachings, the theoretical and essential teachings, and the observation of the mind",4 ประเภท ได้แก่ เหตุกับปัจจัย คำสอนเทียบเคียง คำสอนภาคทฤษฎีกับคำสอนภาคความเป็นจริง และการเห็นแจ้งจิต,,13,,,,,,,,,,,,,,,,,,,,,,
"four continents The continents situated respectively to the east, west, north, and south of Mount Sumeru, according to ancient Indian worldview. They are Pūrvavideha in the east, Aparagodānīya in the west, Uttarakuru in the north, and Jambudvīpa in the south.",ทวีปทั้ง 4 คือทวีปที่ตั้งอยู่ทางด้านทิศตะวันออก ตะวันตก เหนือและใต้ของเขาพระสุเมรุ ตามความเชื่อของอินเดียโบราณ ได้แก่ บุพวิเทหทวีปทางทิศตะวันออก อมรโคยานทวีป ทางทิศตะวันตก อุตรกุรุทวีป หรืออุตรกุรุทวีปทางทิศเหนือ และชมพูทวีปทางทิศใต้,,6,,,,,,,,,,,,,,,,,,,,,,
"four different ways in accordance with their capacity and state of life: (1) as a grove composed of earth, trees, plants, and stone walls; (2) as a place adorned with the seven kinds of treasures, including gold and silver; (3) as a place where all Buddhas carry out their practices; and (4) as the inconceivable realm that all Buddhas attain. These four views are interpreted as corresponding to the four kinds of lands.",4 ลักษณะที่แตกต่างกันตามลักษณะพื้นฐานชีวิตและสภาพชีวิตของพวกเขา ดังนี้ (1) เห็นเป็นป่าที่ประกอบด้วยพื้นดิน ต้นไม้ ต้นหญ้า และกำแพงหิน (2) เห็นเป็นสถานที่ที่ประดับด้วยทรัพย์สมบัติ 7 ชนิด รวมถึงทองและเงิน (3) เห็นเป็นสถานที่ที่พระพุทธะทั้งหลายบำเพ็ญเพียร (4) เห็นเป็นโลกอจินไตยที่พระพุทธะทั้งหลายรู้แจ้ง. 4 ทัศนะนี้ถูกตีความว่าเทียบได้กับกับดินแดน 4 ชนิด.,,39,,,,,,,,,,,,,,,,,,,,,,
four evil realms of existence,อบายภูมิ 4,,,,,,,,,,,,,,,,,,,,,,,,
four four-continent worlds,4 ทวีปในจตุทวีป,,38,,,,,,,,,,,,,,,,,,,,,,
four grave offenses,กระทำความผิดร้ายแรง 4 ประการ,,2,,,,,,,,,,,,,,,,,,,,,,
"four heavenly kings The heavenly kings Upholder of the Nation, Wide-Eyed, Vaishravana, and Increase and Growth. ",ท้าวจตุโลกบาล ได้แก่ ท้าวธตรฐจอมภูต ท้าววิรูปักษ์จอมนาค ท้าวเวสสุรรณจอมยักษ์ และท้าววิรุฬหกจอมเทวดา.  ,,42,,,,,,,,,,,,,,,,,,,,,,
"four infinite virtues—pity, compassion, joy, and impartiality",พรหมวิหาร 4 ได้แก่ เมตตา กรุณา มุทิตา อุเบกขา,,62,,,,,,,,,,,,,,,,,,,,,,
four kinds of buddhist // four kinds of believers // four categories of believers // four categories of buddhist,พุทธบริษัท 4,,2,,,,,,,,,,,,,,,,,,,,,,
Four leaders of the Bodhisattvas of the Earth,หัวหน้าโพธิสัตว์จากพื้นโลก 4 องค์,,49,,,,,,,,,,,,,,,,,,,,,,
four perceptions of reality,การรับรู้ความจริง 4 ,,30,,,,,,,,,,,,,,,,,,,,,,
four-phrase verse,คาถา 4 วลี,,"14, 66",,,,,,,,,,,,,,,,,,,,,,
"four sages - Yin Shou and Wu Ch’eng are legendary figures. T’ai-kung Wang was a general who served King Wen and, after the king’s death, served King Wu, Wen’s son. He fought valorously with King Chou of the Yin dynasty and contributed to the prosperity of the Chou dynasty.",4 อริยะ หมายถึง 4 อริยบุคคลของประเทศจีนโบราณ หยิ่นโซ่วและอู้เฉิงเป็นบุคคลในตำนาน.ไท่กงวั่งเป็นแม่ทัพที่รับใช้โจวเหวินอ๋อง และหลังจากโจวเหวินอ๋องสิ้นพระชนม์ เขาได้รับใช้อู่อ๋องผู้เป็นพระราชโอรสของโจวเหวินอ๋อง. เขาทำการต่อสู้กับโจ้วอ๋องแห่งราชวงศ์ยินอย่างกล้าหาญและนำความเจริญรุ่งเรืองมาสู่ราชวงศ์โจว.,,30,,,,,,,,,,,,,,,,,,,,,,
