Lotus Sutra,Chapter name,paragraph number,page number (English),หน้า (ไทย),English,ไทย,ref/note - to be edited,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-044,,538,wisdom embracing all species Knowledge of the equality of and the differences in all things and phenomena. Buddha wisdom.,ปัญญาที่ครอบคลุมทุกชนิด : ความรู้เกี่ยวกับความเสมอภาคและความแตกต่างที่เห็นความแตกต่างของสิ่งทั้งหลายและปรากฏการณ์ทั้งหลาย,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-045,,538,"Papiyas (Pāpīyas) Another name for the Devil, or Mara (Māra), a personification of evil.",ปาปิยะ : เป็นอีกชื่อหนึ่งของปีศาจหรือมาร เป็นความชั่วร้ายที่เป็นลักษณะของบุคคล,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-046,,538,five types of unmanly men(page 236) Note2: Men who are impotent or suffer from other types of sexual disabilities.,ผู้ชายที่ไม่เป็นผู้ชาย ๕ ประเภท : ผู้ชายที่ไม่เป็นชายสมบูรณ์ เช่น พวกกะเทย พวกขันที เป็นต้น แม้คัมภีร์ภาษาจีนจะให้จำนวนไว้ ๕ ประเภท แต่ไม่ได้บอกว่ามีอะไรบ้าง,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-047,,538,"The buddhas, most honored of two-legged beings",ผู้เป็นที่เคารพสูงสุดของสัตว์สองเท้า : พระพุทธะ สัตว์สองเท้าหมายถึงมนุษย์,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-048,,538,Brahma (Brahmā) Also called Mahabrahman (Mahābrahman). An Indian deity regarded as the personification of the fundamental universal principle. In Buddhism he was adopted as a protective deity. He lives in the first of the four meditation heavens in the world of form above Mount Sumeru and rules the saha world.,"พรหม,พระ : บ้างก็เรียกว่าท้าวมหาพรหม เป็นเทพของอินเดียองค์หนึ่งที่ถือว่าปรากฏออกมา เป็นรากฐานของหลักการทั่วไป ในพุทธศาสนา ได้รับเข้ามาในฐานะที่เป็นเทพผู้ให้การปกป้องคุ้มครอง อาศัยอยู่ในสวรรค์ชั้นที่ ๑ ของฌาน ๔ ซึ่งอยู่ในรูปภพ เหนือเขาพระสุเมรุและปกครองดูแลสหาโลก",,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-049,,539,brahma practices,พรหมจรรย์ : การปฏิบัติธรรมแห่งธรรมชาติบริสุทธิ์,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-050,,539,"first meditation heaven
  
  
  Brahma (Brahmā) Also called Mahabrahman (Mahābrahman). An Indian deity regarded as the personification of the fundamental universal principle. In Buddhism he was adopted as a protective deity. He lives in the first of the four meditation heavens in the world of form above Mount Sumeru and rules the saha world.","พรหม,สวรรค์ : เป็นอีกชื่อหนึ่งที่ใช้เรียกสวรรค์ชั้นที่ ๑ ของฌาน ๔ ในรูปภพ",,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-051,,539,brahma sounds,"พรหม,เสียง : ๑) เป็นเสียงบริสุทธิ์หรือเสียงพูดบริสุทธิ์ หมายถึงเสียงของพระพุทธะ ๒) หมายถึงเสียงของพระพรหมเทวราช",,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-052,,539,"Brahman A member of the priestly class, the highest of the four classes in ancient Indian society.",พราหมณ์ หรือ พราหมัณ : ผู้ที่เป็นสมาชิกของวรรณะพราหมณ์ ซึ่งถือว่าเป็นวรรณะสูงสุดของ ๔ วรรณะในสังคมอินเดียโบราณ,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-053,,539,"seven buddhas Shakyamuni and the six buddhas who are said to have preceded him. The seven are Vipashyin (Vipaśyin), Shikhin (Śikhin), Vishvabhu (Viśvabhū), Krakucchanda, Kanakamuni, Kashyapa (Kāśyapa), and Shakyamuni.","พุทธะ ๗ พระองค์,พระ : หมายถึงพระศากยมุนีพุทธะและพระพุทธะอีก ๖ พระองค์ซึ่งกล่าวกันว่ามาก่อนพระศากมุนี ได้แก่ พระวิปัศยิน พระศิขิน พระวิศวภู พระกระกุจฉันทะ พระคนกมุนี พระกาศยปะ และพระศากยมุนี",,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-054,,539,world-honored one,พระผู้มีพระภาคเจ้า : คือพระพุทธะ,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-055,,539,ไม่พบคำศัพท์นี้ในเล่มเหลือง,พละ ๕ : ธรรมะมีกำลัง ๕ ประการได้แก่ ๑) ศรัทธา ๒) วิริยะ ๓) สติ ๔) สมาธิ ๕) ปัญญา อีกอย่างหนึ่งก็เป็นธรรมะที่เป็นใหญ่เรียกว่า อินทรีย์ ๕,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-056,,539,"ten powers The powers of a buddha, namely, the power of knowing what is true and what is not; power of knowing the karmic causality at work in the lives of all beings past, present, and future; power of knowing all stages of concentration, emancipation, and meditation; power of knowing the state of life of all people; power of judging all people’s understanding; power of discerning the superiority or inferiority of all people’s capacity; power of knowing the effects of all people’s actions; power of remembering past lifetimes; power of knowing when each person will be born and die and in what realm that person will be reborn; power of eradicating all illusions.",พละ ๑๐ : หมายถึงพลังแห่งความรู้ ๑๐ ประการของพระพุทธะ ได้แก่ ๑) พลังแห่งความรู้ว่าอะไรจริง อะไรไม่จริง ๒) พลังแห่งความรู้ในผลกรรมที่กระทำอยู่ในชีวิตของสรรพสัตว์ในอดีต ปัจจุบัน และอนาคต ๓) พลังแห่งความรู้ในทุกขั้นของฌาน วิโมกข์ และสมาธิ ๔) พลังแห่งความรู้ถึงสภาพชีวิตของคนทั้งหลาย ๕) พลังแห่งความรู้ในการตัดสินความเข้าใจของคนทั้งหลาย ๖) พลังแห่งความรู้ในการเห็นความสามารถสูงหรือต่ำของคนทั้งหลาย ๗) พลังความรู้ในผลแห่งการกระทำของคนทั้งหลาย ๘) พลังแห่งความรู้ในการระลึกอดีตชาติของตนเอง ๙) พลังแห่งความรู้ว่าแต่ละคนจะเกิดหรือตายเมื่อใด และจะไปเกิดใหม่ในดินแดนใด ๑๐) พลังแห่งความรู้การกำจัดอาสวะให้หมดสิ้นไป,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-057,,540,"three poisons The fundamental evils inherent in life that give rise to human suffering, namely, greed, anger, and foolishness.",พิษทั้ง ๓ : หมายถึงความชั่วร้ายทั้ง ๓ ซึ่งมีประจำอยู่ในชีวิตของมนุษย์ และเป็นตัวก่อให้เกิดความทุกข์แก่มนุษย์ ซึ่งก็คือความโลภ ความโกรธ และความหลง นั่นเอง,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-058,,540,"buddha An “awakened one,” or one who has reached the highest level of enlightenment. In Mahayana Buddhism, the number of buddhas is infinite. Thus in the Lotus Sutra, the term “the Buddha” is used to refer specifically to Shakyamuni Buddha.","พุทธะ,พระ : คือ “ผู้ตื่นแล้ว” อันหมายถึงผู้ที่ไปถึงระดับสูงสุดแห่งความรู้แจ้งแล้ว ในพระพุทธศาสนามหายาน จำนวนของพระพุทธะมีจำนวนมากมายเหลือคณานับ แต่คำนี้มักจะหมายถึงพระศากยมุนีพุทธะโดยเฉพาะ ซึ่งเป็นพระพุทธะในสหาโลกปัจจุบันของเรา",,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-059,,540,"Buddha vehicle ［仏乗］ ( butsujō): The teaching that leads all people to Buddhahood. See one vehicle.
  
  one vehicle ［一乗］ ( ekayāna;  ichijō): Also, single vehicle, Buddha vehicle, one Buddha vehicle, one vehicle of Buddhahood, or supreme vehicle. The teaching that leads all people to Buddhahood. It is taught in the Flower Garland Sutra and other Mahayana sutras, but the Lotus Sutra places the greatest emphasis on it. The Buddha’s teaching is compared to a vehicle ( yāna) that carries one to a particular state of enlightenment. (sgi dict)",พุทธยาน : หรือ เอกยาน หรือ เอกพุทธยาน คือพระธรรมคำสอนของพระพุทธะอันเป็นเสมือนยานที่นำผู้โดยสารไปสู่ความรู้แจ้งสมบูรณ์สูงสุดหรือการบรรลุพุทธภาวะ โดยเฉพาะพระธรรมคำสอนในสัทธรรมปุณฑริกสูตรนี้,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-060,,540,"bodhi ［菩提］ (, Pali;  bodai): Enlightenment, enlightened wisdom, or perfect wisdom, as described in Buddhism.",โพธิ : แปลว่าการตรัสรู้ ความรู้แจ้ง หรือพุทธภาวะ,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-061,,540,bodhi tree The pipal tree at Buddhagaya under which Shakyamuni attained enlightenment.,"โพธิ์,ต้น : เป็นต้นไม้ชนิดหนึ่งที่เมืองพุทธคยา พระศากยมุนีได้บรรลุการตรัสรู้หรือโพธิเป็นพระพุทธะที่โคนต้นไม้นี้",,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-062,,540,the thirty-seven aids to the way ไม่มีคำอธิบายศัพท์,โพธิปักขียธรรม ๓๗ ประการ : ประกอบด้วยธรรมะดังนี้ สติปัฏฐาน ๔ ปธานคือความเพียร ๔ อิทธิบาท ๔ อินทรีย์ ๕ พละ ๕ โพชฌงค์ ๗ และมรรค ๘,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-063,,541,"bodhisattva A person who aspires to attain buddhahood and carries out various altruistic practices in order to achieve that goal. Compassion is the outstanding characteristic of the bodhisattva, who focuses not only on his or her own buddhahood, but on assisting others to attain theirs. The bodhisattva is particularly important in Mahayana Buddhism.",โพธิสัตว์ : คือผู้ที่ตั้งจิตปรารถนาที่จะได้บรรลุพุทธภาวะ และบำเพ็ญเพียรต่าง ๆ เพื่อให้สำเร็จเป้าหมายนั้น ความเมตตากรุณาเป็นลักษณะเด่นของโพธิสัตว์ ท่านยอมเลื่อนการเข้าสู่นิพพานของท่านออกไป เพื่อที่จะคอยช่วยผู้อื่นให้ได้บรรลุการตรัสรู้ก่อน รูปแบบของโพธิสัตว์เป็นความสำคัญโดยเฉพาะอย่างยิ่งในพุทธศาสนามหายาน,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-064,,541,Bhadrapala (Bhadrapāla) A bodhisattva who is among the assembly described in chapters one and twenty of the Lotus Sutra.,ภัทรปาล : เป็นโพธิสัตว์องค์หนึ่งผู้อยู่ในท่ามกลางที่ประชุมที่ได้บรรยายอยู่ในบทที่ ๑ ของสัทธรรมปุณฑริกสูตร,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-065,,541,"mahoraga A being with the head of a snake, one of the eight kinds of nonhuman beings who protect Buddhism.",มโหราค : เป็นภูตจำพวกหนึ่งมีหัวเป็นงู มโหราคเป็นหนึ่งในอมนุษย์ ๘ จำพวกที่คุ้มครองพุทธศาสนา,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-066,,541,"three treasures The three things that all Buddhists are enjoined to serve and revere, namely, the Buddha, the Law (the Dharma), and the Order (the Samgha).","รัตนตรัย,พระ : หมายถึงสิ่งประเสริฐ ๓ อย่างอันเป็นที่เคารพที่นับถือ และเป็นที่พึ่งที่ยึดถือของชาวพุทธทุกคน ได้แก่ ๑) พระพุทธะ ๒) ธรรมะ และ๓) พระสงฆ์",,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-067,,541,rakshasa (rākṣasa) An evil or malignant demon who sometimes appears in Buddhist scriptures as a protector of Buddhism.,รากษส : เป็นความชั่วร้ายหรือปีศาจร้าย ซึ่งในบางครั้งปรากฏในคัมภีร์พุทธศาสนาในฐานะที่เป็นผู้คุ้มครองพุทธศาสนา,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-068,,541,Middle Day of the Law,"รูปธรรม, สมัย : ดู สุทธิธรรม,สมัย",,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-069,,541,The Lokayatas expounded a materialist doctrine in the time of Shakyamuni. The Anti-Lokayatas attempted to refute them. (note1),โลกายัต : หมายถึง ลัทธิวัตถุนิยมพวกหนึ่งในสมัยพุทธกาล ส่วน อโลกายัต เป็นพวกต่อต้านลัทธินี้,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-070,,541,"three insights The ability that buddhas and arhats are said to possess to know the past, to foresee the future, and to eradicate illusions.",วิชชา ๓ : คือ ๑) บุพเพนิวาสานุสสติญาณ ญาณระลึกรู้อดีตชาติของตนเองได้ ๒) จุตูปปาตญาณ ญาณหยั่งรู้การตายและการเกิดของสรรพสัตว์ได้ หรือที่เรียกว่า ทิพยจักษุ ๓) อาสวักขยญาณ ญาณหยั่งรู้ความสิ้นไปแห่งอาสวะได้ วิชชา ๓ เป็นอภิญญา ๓ อย่างใน อภิญญา ๖,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-071,,542,"eight emancipations Emancipation from the view that the body is pure, from the view that the outside world is pure, from illusions, from the view that matter exists, from the view that consciousness has limits, from the view that a thing has its own property, from the view that thought exists or that thought does not exist, and from the view that mentality exists in any sense.",วิโมกข์ ๘ : หรือ ความหลุดพ้น ๘ ประการ อันมีความหลุดพ้นจาก ๑) ความเห็นว่ากายบริสุทธิ์ ๒) ความเห็นว่าโลกภายนอกบริสุทธิ์ ๓) มายา ความหลอกลวง หลงผิดทั้งปวง ๔) ความเห็นว่าสสารมีอยู่ ๕) ความเห็นว่าจิตสำนึกมีขอบเขตจำกัด ๖) ความเห็นว่าของสิ่งหนึ่งมีคุณสมบัติของมันเอง ๗) ความเห็นว่าความคิดมีอยู่จริงหรือความคิดไม่มีอยู่จริง ๘) ความเห็นว่าความสามารถทางจิตมีอยู่ในทุกความรู้สึก,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-072,,542,"Former Day of the Law ［正法］ ( shōbō): Also, age of the Correct Law or age of the True Dharma. The first of three periods following Shakyamuni’s death. In this age, the teaching, practice, and proof of Shakyamuni’s teachings are all present, and those who practice Buddhism and attain enlightenment are more numerous than in the ages that follow. According to The Annotations on “The Treatise on the Middle Way” and other works, the Former Day of the Law of Shakyamuni Buddha lasts for one thousand years, though other sources state its length as five hundred. The Great Collection Sutra defines the first five hundred years of the Former Day of the Law as the “age of attaining liberation,” in which many people are sure to attain emancipation through practicing the Buddha’s teachings. It defines the second five hundred years as the “age of meditation,” in which meditation will be widely practiced. See also three periods. (sgi dict)","สุทธิธรรม,สมัย : ในพุทธศาสนาเชื่อกันว่า หลังจากการดับขันธ์ปรินิพพานของพระพุทธะ คำสอนของพระองค์จะมีการพัฒนาไปใน ๓ ระยะ หรือ ๓ สมัย สมัยที่ ๑ เรียกว่า สมัยสุทธิธรรม สมัยนี้พระธรรมคำสอนยังถูกต้องบริสุทธิ์ และผู้ปฏิบัติธรรมะนี้สามารถบรรลุผลตามคำสอนดังกล่าวได้ ระยะเวลาของสมัยสุทธิธรรมนี้ มีระยะเวลา ๑,๐๐๐ ปี บางมติก็ว่า ๕๐๐ ปีหลังพุทธปรินิพพาน สมัยที่ ๒ เรียกว่า สมัยรูปธรรม สมัยนี้พระพุทธศาสนาได้กลายเป็นการกระทำตามแบบแผนหรือตามพิธีการมากขึ้น ความสัมพันธ์ของประชาชนกับพระธรรมคำสอนอ่อนจางลงไป และผู้ที่สามารถบรรลุการรู้แจ้งตามคำสอนดังกล่าว ค่อย ๆ น้อยลงเรื่อย ๆ สมัยนี้มีระยะเวลา ๑,๐๐๐ ปี บ้างก็ว่า ๕๐๐ ปี หลังสมัยสุทธิธรรม สมัยที่ ๓ เรียกว่า สมัยธรรมปลาย สมัยนี้พระธรรมคำสอนของพระพุทธะจะเสื่อมสูญพลังที่จะนำประชาชนไปสู่การตรัสรู้ กล่าวกันว่า สมัยที่ ๓ ซึ่งเป็นสมัยสุดท้ายนี้ จะมีระยะยาวนานหนึ่งหมื่นปีหรือกว่านั้น",,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-073,,542,"place of enlightenment (Skt bodhimaṇḍa, Ch daochang, J dōjō) The place where one carries out religious practice and gains enlightenment, often referring specifically to the place where Shakyamuni gained enlightenment under the bodhi tree.",สถานที่แห่งการตรัสรู้ : เป็นสถานที่ที่บุคคลปฏิบัติธรรมและได้บรรลุการตรัสรู้เป็นพระพุทธะ โดยเฉพาะมักจะหมายถึงสถานที่ที่พระศากยมุนีพุทธะได้ทรงตรัสรู้,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-074,,543,"stupa ［塔］ ( stūpa;  tō): A kind of shrine in India where the relics of Shakyamuni Buddha or other sage monks are housed. Stupas are usually dome- or mound-shaped. The first stupas were built after Shakyamuni’s death, when his ashes were divided into eight parts and eight stupas were erected in eight districts to hold the Buddha’s relics. (sgi dict)","สถูป,หอ : เป็นเจดีย์หรือหอสูงซึ่งปกติจะเป็นรูปโดม(ยอดกลม) สร้างขึ้นเพื่อบรรจุพระสารีริกธาตุ(กระดูก)ของพระศากยมุนีพุทธะ หรือกระดูกของบุคคลที่ควรเคารพอื่น ๆ กล่าวกันว่า การเคลื่อนไหวของพุทธศาสนามหายานในช่วงแรก ๆ นั้น เน้นที่การสักการบูชาหอสถูปหรือหอสูงที่เป็นอนุสรณ์บรรจุพระสารีริกธาตุของพระศากยมุนีพุทธะ",,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-075,,543,"samādhi ［三昧］ (, Pali;  sammai): A state of intense concentration of mind, or meditation, said to produce inner serenity. The term samādhi is translated as meditation, contemplation, or concentration. Numerous types of meditation are described in the Buddhist sutras, such as moon-loving meditation, ocean-imprint meditation, and Buddha-beholding meditation. (sgi-dict)",สมาธิ : หมายถึงสภาวะแห่งการรวมพลังจิตให้แน่วแน่อย่างยิ่งจนเกิดความรู้สึกแห่งความสงบภายใน,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-076,,543,"ten epithets Ten honorable titles for a buddha: (1) thus come one; (2) worthy of offerings; (3) of right and universal knowledge; (4) perfect clarity and conduct; (5) well gone; (6) understanding the world; (7) unexcelled worthy; (8) trainer of people; (9) teacher of heavenly and human beings; (10) buddha, world-honored One.",สมัญญานาม ๑๐ อย่าง : หรือทศหรคุณ เป็นชื่อเรียกที่ให้ความเคารพยกย่องพระพุทธ ๑๐ ชื่อ ได้แก่ ๑) ตถาคโต พระตถาคต ผู้มาถึงแล้วจากความจริง ๒) อรหโต พระอรหันต์ ผู้บริสุทธิ์ควรแก่การบูชาหรือควรแก่การรับของถวาย ๓) สัมมาสัมพุทโธ ผู้ตรัสรู้ได้เองโดยชอบ ๔) วิชชาจรณสัมปันโน ผู้สมบูรณ์ด้วยวิชชาและความประพฤติ ๕) สุคโต ผู้เสด็จไปดีแล้ว ๖) โลกวิทู ผู้รู้แจ้งโลก ๗) อนุตตโร ผู้ยอดเยี่ยมหาผู้เสมอเหมือนมิได้ ๘) ปุริสทัมมสารถิ ผู้ฝึกบุคคลที่ควรฝึก ๙) สัตถาเทวมนุสสานัง ผู้เป็นครูของเทวดาและมนุษย์ ๑๐) พุทโธโลกนาถาติ พระพุทธะ ผู้ตื่นแล้ว และผู้เป็นที่พึ่งแห่งโลก,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-077,,543,"saha (sahā) world Our present world, which is full of sufferings to be endured. The Sanskrit word saha means “endurance.”",สหาโลก : หรือ โลกสหา หมายถึง โลกที่เราอาศัยอยู่ในปัจจุบันนี้ซึ่งเต็มไปด้วยความทุกข์ที่จะต้องทนและอดทน คำว่า สหา ใน ภาษาสันสกฤตแปลว่า “ความอดทน ความอดกลั้น หรือความทนทาน”,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-078,,543,four methods of winning people Four methods employed by bodhisattvas to attract others to the Buddhist teachings. They are to give alms and expound the teachings; to speak in a kindly manner; to work to benefit others; and to share their hardships and cooperate with them.,สังคหวัตถุ ๔ : หรือวิธีชนะใจประชาชน ๔ อย่าง เป็นวิธีที่โพธิสัตว์ปฏิบัติ เพื่อดึงดูดประชาชนเข้ามาเชื่อในคำสอนของท่าน ได้แก่ ๑) การให้ทานและอธิบายธรรมะ (ทาน) ๒) การพูดด้วยกิริยาท่าทางที่เมตตา (ปิยวาจา) ๓) การทำงานที่เป็นประโยชน์แก่ผู้อื่น (อัตถจริยา) ๔) การร่วมทุกข์กับเขาและให้ความร่วมมือกับเขา (สมานัตตา),,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-079,,544,seven-jeweled towers,"สัปตรัตนะ, สัปตรัตน์ : แปลว่าวัตถุมีค่า ๗ อย่างที่กล่าวถึงใน คัมภีร์พุทธศาสนา ซึ่งต่างให้รายชื่อวัตถุมีค่า ๗ อย่างต่างกัน ในสัทธรรมปุณฑริกสูตร สัปตรัตนะ ได้แก่ ทอง เงิน ไพฑูรย์ หอยสังข์ หินโมรา ไข่มุก และโกเมน",,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-080,,544,"voice-hearer (Skt śrāvaka, Ch shengwen, J shōmon) One who listens to the teachings of Shakyamuni Buddha. The term originally applied to his disciples, both monks and laymen. Later Mahayana Buddhists used the term to refer to monks who pursued only their own personal enlightenment. See also four-stage enlightenment.",สาวก : แปลว่า “ผู้ฟังเสียง” คือผู้รับฟังคำสอนของพระพุทธะ เดิมคำนี้ใช้กับศิษย์โดยตรงของพระพุทธะ แต่ภายหลังหมายถึงบรรดาผู้ที่ปฏิบัติตามคำสอนหินยาน สาวกยาน เป็น ๑ ในตรียาน สาวกมี ๔ ชนิดคือ โสดาบัน สกิทาคามี อนาคามี และอรหันต์,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-081,,544,some of whom were still learning and some who had completed their learning,เสขะและอเสขะ : หมายถึงผู้ที่ยังต้องศึกษา คือผู้ที่ยังไม่สำเร็จเป็นอรหันต์ และผู้ที่ไม่ต้องศึกษาอีกแล้ว คือผู้ที่สำเร็จเป็นอรหันต์แล้ว,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-082,,544,"Sumeru A huge mountain that stands at the center of the world. The god Shakra, or Indra, resides on the top, while the four heavenly kings live halfway down the four sides. At its base are four continents, the most important of which is that lying to the south called Jambudvipa, where Buddhism spreads.","สุเมรุ,เขาพระ : เป็นภูเขาใหญ่ที่ตั้งอยู่เป็นศูนย์กลางของโลก บนยอดเขาเป็นที่ประทับของพระอินทร์ กลางไหล่เขาทั้ง ๔ ทิศเป็นที่ประทับของท้าวจตุโลกบาลทั้ง ๔ ที่พื้นราบใน ๔ ทิศเป็นที่ตั้งของทวีปทั้ง ๔ ทวีปที่สำคัญที่สุดชื่อ ชมพูทวีป ซึ่งตั้งอยู่ทางทิศใต้อันเป็นทวีปที่เผยแผ่พุทธศาสนา",,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-083,,544,"Hinayana (Hinayāna, Ch xiaocheng, J shōjō) The term Hinayana, or “lesser vehicle,” is used by followers of the Mahayana teachings to designate the other major branch of Buddhism. Hinayana teaches that, since buddhahood is almost impossible to attain, one should aim for a “lesser” goal, that of arhat. It is the form of Buddhism that prevails today in Sri Lanka, Myanmar (Burma), Thailand, Cambodia, and Laos, where it is known as Theravada, or the teaching of the elders.",หินยาน : “หินยาน หรือ ยานเล็ก” นี้ เป็นคำที่พวกนับถือคำสอนมหายานใช้เรียกคำสอนพุทธศาสนาที่แตกแขนงออกไป เดิมคำสอนหินยานสอนว่า เนื่องจากพุทธภาวะเป็นสิ่งที่ยากเกินจะบรรลุได้ ดังนั้น เราจึงควรมุ่งเพื่อการบรรลุเป้าหมายที่ “เล็กกว่า” นั่นคือการเป็นอรหันต์ หินยานเป็นรูปแบบของพุทธศาสนาที่มีนับถือกันอยู่ในประเทศศรีลังกา พม่า ไทย ลาว และกัมพูชา ซึ่งเป็นที่รู้จักกันและมักจะเรียกกันว่า เถรวาท หรือคำสอนของพระเถระ,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-084,,545,"Akanishtha (Akaniṣṭha) The highest heaven in the world of form. Beings living in this heaven possess a pure body, free from all suffering and illness.",อกนิษฐ์ : เป็นสวรรค์ชั้นสูงสุดแห่งรูปภพหรือรูปโลก ผู้ที่อยู่ในสวรรค์ชั้นนี้มีกายบริสุทธิ์ ปราศจากความทุกข์และความไข้ทั้งปวง,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-085,,545,supreme perfect enlightenment (Skt anuttara-samyak-sambodhi) The enlightenment of a buddha.,อนุตรสัมมาสัมโพธิญาณ : เป็นการตรัสรู้หรือการรู้แจ้งอันถูกต้องสมบูรณ์ที่สุด เป็นการตรัสรู้ของพระพุทธะ,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-086,,545,eighty characteristics Extraordinary features that only buddhas and bodhisattvas possess. There are various explanations of the nature of the eighty characteristics; some of them duplicate the thirty-two features.,อนุพยัญชนะ ๘๐ : หมายถึงลักษณะพิเศษย่อย ๆ ๘๐ ประการ ที่เป็นของพระพุทธะและโพธิสัตว์ มีการบอกรายการอธิบายอนุพยัญชนะ ๘๐ กันหลายอย่าง ซึ่งมีบางส่วนตรงกับ ๓๒ มหาบุรุษลักษณะ,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-087,,545,"evil paths of existence The three lowest of the six paths or realms in which unenlightened beings transmigrate. They are the realms of hell, hungry spirits, and beasts. Sometimes the realm of the asuras is included to make four evil paths.",อบายภูมิ ๓ : หมายถึงภูมิหรือโลกที่ไม่สบาย ไม่สะดวก บางทีเรียกว่า ทางชั่วหรือทุคติ อันได้แก่ นรกภูมิ เปรตภูมิ เดรัจฉานภูมิ และเมื่อเพิ่มอสูรภูมิเข้าไปอีกเรียกว่า อบายภูมิ ๔,,,,,,,,,,,,,,,,,,,,
